0,31884,0,442,1
0,12810,0,442,1
0,568,1,442,1
0,27915,0,442,1
0,4489,0,442,1
0,32047,0,440,1
0,31242,0,442,1
0,4671,0,441,1
0,1290,1,442,1
0,6419,0,442,1
0,28968,0,441,1
0,31520,1,440,1
0,3766,0,441,1
0,26128,0,441,1
1,30126,1,0,1
1,25869,0,0,1
1,20398,0,0,1
0,21012,1,442,1
0,25490,0,441,1
0,29375,1,441,1
1,8900,0,0,1
0,22693,0,441,1
0,30188,0,326,1
1,26720,0,0,1
0,6620,0,441,1
0,19693,0,441,1
0,31231,0,440,1
0,31988,0,412,1
0,6521,0,393,1
0,25944,0,441,1
0,6154,1,441,1
0,9495,1,441,1
0,7084,0,441,1
1,13934,0,0,1
0,13653,0,442,1
0,377,1,441,1
0,15982,0,441,1
1,21057,0,0,1
0,32358,0,441,1
0,18764,0,441,1
1,2470,0,0,1
0,31350,0,441,1
1,23037,0,0,1
-1,-1,-1,-1,-1
0,18699,0,441,1
1,28685,0,0,1
0,30735,0,441,1
0,23855,1,441,1
1,27429,0,0,1
1,21425,1,0,1
0,30890,0,441,1
0,29870,0,441,1
0,27168,0,441,1
0,2526,0,441,1
1,7674,1,0,1
0,19476,0,441,1
1,18100,1,0,1
1,16883,0,0,1
0,31984,1,441,1
1,24003,0,0,1
0,29941,0,441,1
0,8140,0,441,1
1,31825,1,0,1
0,25675,0,442,1
0,25680,1,441,1
-1,-1,-1,-1,-1
0,8266,0,441,1
1,31834,0,0,1
1,16757,0,0,1
0,6395,0,441,1
0,32192,0,440,1
0,17105,0,441,1
0,24199,1,442,1
1,21590,0,0,1
1,31017,0,0,1
0,14903,0,441,1
0,21120,0,441,1
1,2964,0,0,1
1,31663,0,0,1
0,17371,1,441,1
1,5937,1,0,1
0,30747,0,441,1
0,17190,0,441,1
0,6929,0,442,1
0,26362,0,441,1
0,32367,1,441,1
0,12201,0,441,1
0,15496,0,441,1
0,7351,1,441,1
0,23199,0,441,1
0,15677,0,442,1
0,26552,0,441,1
0,28678,0,440,1
0,21018,0,441,1
0,5677,1,442,1
1,23496,0,0,1
1,7128,0,0,1
0,31330,0,441,1
0,13815,0,441,1
1,27118,0,0,1
1,30572,0,0,1
0,31436,0,441,1
1,28011,0,0,1
0,28096,1,441,1
-1,-1,-1,-1,-1
0,6794,0,441,1
0,27396,0,441,1
0,31138,0,441,1
0,168,0,441,1
0,5358,0,0,1
1,32381,1,0,1
0,22600,0,441,1
0,3273,0,441,1
1,1146,1,0,1
1,5999,0,0,1
0,26440,0,441,1
1,30957,1,0,1
1,12176,1,0,1
0,10601,0,441,1
0,27755,0,441,1
1,24666,0,0,1
0,9204,0,441,1
-1,-1,-1,-1,-1
1,10360,1,0,1
1,23635,0,0,1
1,29247,0,0,1
0,25239,0,441,1
0,10419,0,441,1
1,6794,0,0,1
0,27396,0,441,1
0,19411,0,440,1
0,31138,0,441,1
0,22600,0,411,1
0,3273,0,441,1
1,5999,1,0,1
1,26440,0,0,1
0,12176,1,441,1
1,10601,0,0,1
0,30448,0,442,1
0,1609,1,441,1
0,31978,0,441,1
0,27755,0,441,1
0,24666,0,441,1
1,22011,1,0,1
-1,-1,-1,-1,-1
1,20920,1,0,1
0,24662,1,441,1
0,2946,0,441,1
1,5692,1,0,1
1,26157,0,0,1
1,372,1,0,1
0,16846,0,441,1
1,17144,0,0,1
0,9573,0,440,1
0,2424,0,441,1
0,16968,0,441,1
0,28245,0,441,1
0,31195,0,441,1
0,2165,0,441,1
1,18915,1,0,1
1,29541,0,0,1
0,6756,0,441,1
1,29282,0,0,1
0,18530,0,441,1
0,12378,0,442,1
0,24444,0,441,1
0,29168,0,441,1
0,4919,0,441,1
0,31421,0,441,1
0,23801,1,441,1
1,27515,0,0,1
0,19044,1,441,1
0,32717,1,442,1
0,8022,0,441,1
-1,-1,-1,-1,-1
0,27463,0,441,1
0,20594,0,441,1
0,30411,0,441,1
0,32314,1,441,1
0,21590,0,441,1
0,19116,0,441,1
0,9894,1,441,1
1,31114,0,0,1
1,2733,0,0,1
0,27822,0,441,1
1,11792,0,0,1
0,7656,1,441,1
0,14804,0,442,1
0,25360,1,441,1
1,32273,1,0,1
0,13743,0,441,1
0,11492,0,442,1
0,29544,0,441,1
1,6893,0,0,1
0,30313,0,441,1
1,6246,1,0,1
0,7151,0,441,1
-1,-1,-1,-1,-1
0,31960,0,441,1
1,31728,1,0,1
0,30547,0,441,1
0,22295,0,441,1
0,28331,0,441,1
0,2732,1,441,1
1,23225,0,0,1
0,20888,0,441,1
0,11399,0,441,1
0,25265,0,441,1
1,25646,0,0,1
0,9368,0,440,1
0,30241,0,441,1
0,30628,0,441,1
0,14491,0,441,1
0,388,0,441,1
0,14091,0,441,1
1,9764,1,0,1
0,8599,0,441,1
0,22831,0,441,1
0,21789,0,441,1
0,5796,0,441,1
0,28739,0,441,1
0,13284,0,441,1
1,22981,0,0,1
0,28459,1,442,1
0,27153,0,442,1
0,6761,0,441,1
0,30157,0,441,1
1,28609,0,0,1
0,7756,0,441,1
0,19028,0,441,1
0,6103,0,441,1
0,12025,0,441,1
1,29893,0,0,1
0,13762,0,441,1
1,17134,0,0,1
0,14407,0,441,1
0,14578,0,441,1
-1,-1,-1,-1,-1
0,16308,0,441,1
1,26020,0,0,1
0,29220,0,575,1
1,12065,0,0,1
0,17577,0,441,1
0,22330,1,442,1
0,23459,0,441,1
1,16048,0,0,1
0,24369,0,441,1
0,20657,1,441,1
0,28373,0,441,1
0,18616,0,441,1
0,502,0,441,1
1,29281,0,0,1
0,25667,0,441,1
1,7675,0,0,1
1,9683,0,0,1
0,25849,0,441,1
1,32628,0,0,1
0,13232,0,441,1
1,10836,0,0,1
0,18941,0,441,1
-1,-1,-1,-1,-1
0,16308,0,440,1
0,26020,0,441,1
1,29220,0,0,1
1,12065,0,0,1
0,17577,0,441,1
0,13997,0,441,1
0,23459,0,441,1
1,16048,1,0,1
0,24369,0,441,1
0,13952,0,441,1
0,28373,0,441,1
1,18616,1,0,1
1,26104,1,0,1
0,13891,0,441,1
1,29281,0,0,1
0,25667,0,441,1
1,7675,0,0,1
1,9683,0,0,1
0,32628,0,441,1
0,13232,0,441,1
1,10836,0,0,1
1,18941,0,0,1
-1,-1,-1,-1,-1
0,30404,0,441,1
0,17510,0,441,1
0,32713,0,441,1
0,30711,1,441,1
0,504,0,441,1
0,21631,0,441,1
1,6251,1,0,1
0,20418,0,441,1
0,9405,0,441,1
1,23534,1,0,1
1,19464,0,0,1
0,26530,0,442,1
1,28346,0,0,1
0,17428,0,441,1
1,11451,1,0,1
0,29628,1,441,1
0,24609,0,441,1
0,23468,0,441,1
0,19587,0,442,1
1,14732,0,0,1
0,3743,0,441,1
1,13219,0,0,1
0,13666,0,441,1
0,9204,0,441,1
0,22401,1,442,1
0,24878,1,441,1
1,2329,0,0,1
1,15005,1,0,1
1,21813,0,0,1
