0,24812,1
0,32041,0
0,24632,0
1,9123,0
1,11964,0
1,937,0
0,18025,0
0,7015,0
0,13802,0
1,12967,1
0,9100,0
0,2198,0
0,2337,0
0,3668,1
1,29319,1
0,24757,1
1,18104,1
0,22413,0
0,22925,0
0,9347,0
0,22333,0
1,15146,1
0,7672,0
0,26840,0
0,15341,1
1,6506,0
0,8798,0
1,17620,0
0,30178,0
0,29769,0
0,25341,0
1,18333,0
1,32043,0
0,28651,0
0,20876,0
0,26301,0
1,20394,0
0,27447,0
1,18703,0
0,7457,0
0,21217,1
0,22993,0
0,24824,0
0,8797,0
1,11047,0
1,27176,0
0,18051,0
1,4651,0
1,2356,0
0,32204,0
0,8797,0
0,2134,0
1,28743,0
1,29274,0
0,13462,0
1,21261,0
0,28121,0
0,24517,0
0,5104,1
1,23723,0
1,298,1
1,9010,1
0,23479,0
0,16386,0
1,10608,0
1,15991,0
0,14623,0
0,28654,0
1,30807,1
0,14990,0
0,31797,1
0,18471,1
0,7601,0
0,7553,0
0,818,0
0,28591,0
1,10793,1
0,19309,0
0,28007,0
0,2115,0
0,19925,0
0,31437,0
0,28114,0
1,18780,1
0,25792,0
0,9320,0
0,26679,0
0,17702,0
0,20767,0
0,5155,0
0,8235,0
1,17038,1
1,6431,1
1,9351,0
0,12970,1
0,9557,0
1,26236,0
1,9091,0
1,19632,0
0,25437,1
0,11135,0
1,4184,0
0,11130,0
1,16276,0
1,17966,0
0,21023,1
0,17592,0
0,32457,0
0,8754,0
0,17293,0
1,9609,0
0,5548,0
0,31960,0
0,882,0
0,20245,0
0,7200,0
0,31037,0
1,1252,1
0,11465,0
0,31684,0
1,32361,0
0,28027,0
0,17917,1
0,28881,0
0,27630,0
0,29178,1
1,28787,1
0,16721,0
0,11439,0
1,2320,1
1,22,0
0,8101,0
0,12595,1
1,4286,0
0,2509,0
1,15989,0
0,6475,0
0,21442,1
0,9176,0
0,21886,0
0,13433,0
0,25965,1
1,28058,0
1,10026,0
1,20340,0
1,31616,0
0,25098,1
0,31910,0
0,3227,0
0,22020,0
0,27808,0
0,12583,0
0,22654,0
0,25551,0
0,23240,0
0,280,0
0,28740,0
0,20323,0
0,12637,0
0,20460,0
0,13916,0
0,20562,0
0,20667,0
0,19321,1
0,19423,1
0,9537,1
1,2413,0
0,28026,0
0,28930,0
1,6573,0
0,16754,1
0,30894,0
0,28084,0
1,3869,0
0,28948,0
1,23,1
0,23597,0
0,8328,1
0,22314,0
0,18773,0
1,1784,0
0,9926,1
0,6068,0
0,11501,1
1,4296,0
0,29248,0
0,1128,0
1,31597,1
1,21350,0
1,8475,0
0,6042,0
0,20312,0
0,8278,0
1,20639,0
0,19051,0
0,25775,0
0,17548,0
0,12342,0
0,11666,0
1,1654,1
0,6187,0
1,29060,0
0,25929,1
1,3948,1
1,6862,0
0,1004,0
0,22617,0
0,21887,0
1,25914,0
0,21005,0
0,25523,0
0,7312,0
1,27036,0
0,23742,1
0,32573,0
0,19695,0
0,2943,0
1,32440,0
0,21175,0
1,22838,0
0,31137,0
1,1168,0
1,14133,1
0,19742,0
0,16530,0
0,972,0
0,1760,0
0,17240,1
0,7028,0
0,32383,0
1,3297,0
1,30118,0
1,13171,1
0,26160,0
1,25612,0
0,9733,0
0,14877,0
0,18405,0
1,22379,1
0,16938,0
1,30100,0
0,17124,1
0,19825,1
0,8043,0
0,12445,0
0,28291,0
0,7350,0
0,19589,0
1,22970,0
0,14438,0
0,22085,0
0,20981,1
0,26691,0
0,25945,0
0,29121,0
0,6007,0
1,2608,0
0,18476,0
0,23397,0
0,16351,1
0,2130,0
0,32394,0
0,16818,0
1,25774,0
1,79,0
0,13244,0
1,9522,0
0,20758,1
0,10010,0
0,12226,0
0,21103,0
0,25555,0
1,11660,1
0,9472,1
1,24495,0
1,5032,1
1,24462,0
0,28560,0
1,25134,0
0,14045,0
0,1634,0
0,6721,0
0,10051,0
1,23523,0
0,16207,0
0,277,0
0,25686,0
0,16435,0
0,3445,0
0,2614,0
0,1847,1
1,15435,1
0,19702,0
0,17071,0
0,188,0
0,25555,0
1,6958,1
0,27649,0
1,22278,0
0,25904,0
0,17030,0
0,18700,0
0,27671,0
0,25767,0
0,27637,1
0,23673,0
1,1644,0
0,5118,0
0,4825,0
0,21470,0
0,7013,0
1,31323,1
1,7330,0
0,4905,0
0,11262,1
0,6154,1
0,14997,0
1,28620,0
0,7796,0
1,7856,1
0,32101,0
0,22654,0
0,22908,1
0,16540,0
0,10608,0
1,1240,0
1,21484,0
1,16089,1
0,9923,0
0,15287,0
0,28861,0
0,17060,0
1,21787,0
0,9266,0
0,23181,0
0,17967,0
0,11176,0
0,28653,0
1,26332,0
1,30279,1
0,7157,0
1,20316,0
0,11380,0
0,1145,1
1,27145,0
0,30346,1
0,4029,0
1,8965,0
0,19105,1
0,9159,0
0,15225,0
0,5440,0
0,21480,0
0,17279,0
1,30273,0
1,7400,0
0,27046,1
0,3500,0
0,17181,0
0,281,0
0,19609,0
0,18738,0
0,15533,0
0,5550,0
0,12954,0
0,14978,0
0,4067,0
0,29268,1
0,28263,0
0,25836,1
0,18003,1
0,18168,0
1,7873,1
0,15569,0
0,31252,0
0,15489,0
0,28680,0
1,29106,0
1,26950,0
0,1555,0
0,32681,0
1,21767,0
1,31947,0
0,31859,0
0,17526,0
0,17463,0
0,25507,0
1,12204,1
1,31745,0
1,669,0
0,14648,0
1,19098,1
0,31268,0
1,25020,0
0,10426,0
0,15127,0
1,10909,1
0,19398,0
1,17357,0
1,26330,0
0,17861,1
0,18493,1
0,25280,0
0,17274,0
1,19572,0
1,18756,0
0,2544,0
0,24433,0
0,877,0
0,7994,0
0,16677,0
0,19221,0
0,22452,0
1,14260,0
0,5841,0
0,14083,0
0,20759,0
0,6132,0
0,22772,0
1,29132,1
0,16773,0
1,23950,0
0,18163,0
0,30443,0
1,877,0
0,7994,0
0,16677,0
1,19221,0
0,22452,0
0,14260,0
0,6132,0
0,22772,0
0,29132,1
0,25937,0
0,30692,0
0,2605,0
0,8064,0
0,14177,1
1,18357,0
0,4292,1
0,6360,0
1,19073,0
0,7957,0
0,3037,0
0,22474,1
0,28759,0
0,26244,0
0,2607,0
0,8118,1
1,16260,0
0,29874,0
1,23479,1
0,16052,0
0,28349,1
0,18069,0
0,18461,0
0,22649,0
1,31458,1
1,6213,0
1,14717,1
1,7460,1
0,32444,0
0,16895,0
0,10581,0
0,16756,1
0,15964,1
0,10487,1
0,587,0
0,4196,0
0,9255,0
0,1839,0
0,17035,0
0,30886,0
0,30336,1
1,18472,0
1,30876,1
1,10201,0
0,7502,0
0,24409,0
0,20591,1
1,23915,0
0,20328,1
0,31346,0
0,26612,0
0,6470,0
1,21269,0
0,2060,0
0,26044,0
0,8092,0
1,13669,0
0,18535,0
0,10486,0
1,1917,0
0,19101,0
0,32309,0
0,1441,0
0,1230,0
1,5465,0
1,5176,1
0,14897,0
0,4411,0
0,31245,0
0,10810,0
1,2050,0
0,1035,0
1,19846,0
0,1188,0
0,11077,0
0,627,0
0,19827,0
0,30703,0
0,18540,0
1,10337,0
0,5621,1
1,31717,1
0,26698,0
0,17539,0
1,2354,0
1,21449,0
0,18129,0
0,18288,1
0,15972,0
0,30705,0
0,23065,0
0,21518,0
0,816,1
0,27910,1
1,13327,0
0,5277,0
1,16648,0
0,32242,1
0,23389,0
0,7664,0
0,3660,0
0,1192,0
0,22189,0
0,5692,0
0,902,0
1,23089,0
1,13109,0
0,24851,0
0,21406,1
1,21655,0
0,7187,0
1,6486,0
1,117,0
0,23655,0
1,18665,0
1,10580,0
0,19812,0
0,27691,0
0,28379,0
1,2245,0
0,25924,0
0,28998,1
0,16502,0
0,26587,0
0,7913,0
0,14889,0
0,16118,0
0,16710,0
1,15170,1
0,1132,0
1,9074,0
0,20583,0
1,7646,0
0,15341,0
0,5736,1
0,25879,1
0,30376,0
0,902,1
0,22063,0
0,25127,1
0,27707,0
0,14272,1
0,21863,0
0,3097,0
1,30108,0
0,29428,0
1,28671,1
0,18523,0
0,27763,0
1,24391,0
0,30115,0
1,4665,0
0,26161,0
0,1433,0
0,13452,0
0,2606,0
0,19971,0
0,21285,0
0,7711,0
0,4483,1
0,2031,0
0,17363,0
1,17115,0
0,15789,0
0,31236,0
0,26759,0
0,23186,0
0,26469,0
0,18377,0
0,10461,0
0,7646,0
0,996,1
1,3133,0
0,12337,1
1,9901,0
0,14729,0
0,18516,0
0,6573,0
1,31416,1
1,8213,1
1,9329,0
0,28538,0
1,214,0
0,17882,0
1,31485,0
0,20698,0
0,26992,0
1,18974,0
0,26918,1
0,16162,0
0,13998,0
0,22566,0
0,5996,0
0,5454,0
1,1293,0
1,11820,0
0,12292,1
0,10468,1
0,25544,0
0,15077,0
0,6666,0
1,7972,0
0,5527,0
1,2980,0
0,20033,0
1,554,1
0,3101,1
1,29246,0
0,28545,0
0,9922,0
0,32461,0
0,3814,0
1,25454,1
0,21836,0
1,5771,0
0,23357,0
0,24235,1
1,9620,1
0,940,1
0,6614,0
1,31943,0
1,3172,1
0,26745,0
0,8332,1
1,21523,1
0,18894,1
0,307,0
0,15414,0
0,20598,0
0,11374,0
1,7172,0
1,25407,0
0,1953,0
0,31218,0
0,1377,1
0,22969,0
0,22322,0
0,16371,0
0,5378,1
0,6971,0
0,28039,0
0,9132,0
1,22698,0
0,28405,0
0,5378,1
0,27404,0
0,6971,0
0,9132,0
0,22698,0
0,19255,0
0,11474,0
0,10482,1
0,25207,0
1,14753,0
0,19127,0
0,13643,1
1,13027,0
1,11474,0
0,10482,1
1,25207,0
1,14753,0
1,19127,0
0,13027,0
0,24468,1
0,17592,1
0,30752,1
0,15821,0
0,24537,0
0,14313,0
0,23638,1
0,997,0
0,1192,0
0,22783,0
0,31089,0
0,31431,0
1,9323,1
1,2093,1
0,5017,0
0,20204,0
0,15724,0
0,10874,0
1,4111,0
1,28937,0
0,10424,0
1,11170,0
0,903,1
0,27295,1
0,20119,1
1,24217,0
0,26415,0
0,3188,0
0,12891,1
0,11767,0
1,26072,0
0,24557,0
0,20425,0
0,31202,0
1,31203,1
0,26742,1
1,7126,0
0,32018,0
0,5916,0
1,24363,0
0,17320,0
0,7530,0
0,31552,1
0,31372,0
0,8537,0
1,23404,0
0,9139,1
0,25781,0
0,26196,0
1,15337,0
1,22258,1
0,26675,0
0,19554,0
1,14841,0
1,22896,1
0,23419,0
0,32048,0
0,27060,0
0,8097,0
0,17744,0
1,24552,0
0,20176,0
1,24219,0
0,3380,1
1,28033,0
1,27408,0
1,8924,1
0,4678,0
0,13169,0
0,15493,0
1,18570,1
1,28435,0
0,22309,0
1,2848,1
0,24219,0
1,28033,0
0,27408,0
0,18056,0
0,31630,0
0,29969,0
0,30293,1
0,10949,0
0,1988,0
0,11363,0
0,29153,0
0,18980,0
0,31146,0
0,21291,0
0,21154,1
1,8157,0
1,26101,1
1,26465,1
0,6648,0
0,4085,1
0,26594,0
0,30357,0
0,25914,0
0,21005,0
0,25523,0
0,7312,0
0,27036,0
1,23742,1
1,27576,0
0,30994,0
0,32573,0
0,19695,0
0,9578,0
0,2943,0
0,32440,0
0,21175,0
0,22838,0
