0,3397,0
0,12256,0
0,28017,0
1,29946,0
0,24747,1
0,3215,0
1,4623,0
0,28971,0
0,20880,0
0,448,0
1,22336,0
0,27116,1
0,22122,0
0,27975,0
0,18786,0
0,31365,0
1,24069,0
0,19712,0
0,20367,0
0,28636,1
0,16736,0
0,29158,0
0,22121,1
0,29890,0
1,11853,0
0,10957,1
0,9162,0
0,11498,1
0,16878,0
0,17107,0
0,28838,0
0,21663,0
0,5795,0
0,12342,0
0,8360,0
0,26649,1
0,19721,0
1,6971,0
0,4650,0
1,1477,0
0,25964,1
0,12624,0
0,5562,0
1,13479,0
0,4485,0
1,19713,0
0,14509,0
0,22795,0
0,15849,0
0,31482,0
0,14178,1
0,13805,0
0,31487,1
0,8755,0
0,1664,0
0,13739,0
0,14749,1
0,26689,0
0,4033,0
0,21846,0
1,18041,0
0,30315,1
0,28085,0
0,30863,0
0,2062,0
1,19788,0
0,15558,1
1,8516,0
1,21226,0
0,32196,0
1,17469,1
1,23433,1
0,24100,1
0,14269,0
0,7682,1
0,20156,1
0,29450,0
0,7684,0
0,14594,0
1,25886,0
0,19248,0
0,26560,0
0,879,0
0,26477,1
0,20855,1
0,16231,0
0,28226,0
0,4668,0
1,12210,1
0,9491,1
1,10274,0
0,25842,0
0,32338,0
0,15175,0
0,12282,0
0,31770,1
0,11072,0
1,27722,0
1,17253,1
0,31606,1
0,20807,0
0,4097,0
1,27782,0
0,25859,0
1,21447,0
0,13880,0
1,13574,0
0,8968,0
0,16548,1
0,2185,0
0,27677,0
1,8042,0
0,23116,0
1,1242,0
0,6208,0
0,10966,1
1,23264,1
0,1952,0
1,24629,0
0,1066,0
1,30700,0
0,2301,0
0,22414,0
0,16422,1
0,18094,1
0,17349,0
1,3555,0
1,31340,0
1,10862,0
0,30400,0
0,5831,0
0,13604,0
1,15143,1
0,11885,1
0,1894,0
1,27494,0
0,22943,0
1,8982,0
0,17299,0
1,19514,0
0,788,0
0,16873,0
0,77,0
0,24418,0
0,20080,0
0,20215,1
0,3083,0
1,16162,0
1,31028,0
0,30990,0
0,20745,0
0,18610,1
0,1753,0
0,22000,0
1,23027,1
0,25029,0
0,26563,0
0,32227,0
0,29146,0
0,28647,0
0,28480,0
0,13125,0
0,30316,1
0,25325,0
0,22019,0
0,30626,0
0,14631,0
0,7962,0
1,12887,0
1,15204,1
0,2887,0
0,11444,1
1,9863,0
0,30982,0
0,12536,0
0,23542,0
0,21359,0
0,3816,0
1,1949,0
0,26023,0
0,15626,0
0,18220,1
1,15004,0
0,24212,0
0,2958,1
0,18561,1
1,19720,0
0,21268,1
0,674,0
0,10326,0
0,12002,1
1,9189,1
0,25705,0
1,25958,0
0,4163,0
1,961,0
0,6449,0
0,2825,1
0,8338,0
1,31345,0
0,8275,1
0,15451,0
0,24782,0
0,22464,1
0,27385,0
0,29175,1
0,6250,0
0,32715,0
0,14661,0
0,11467,0
1,16737,0
0,21284,0
0,12292,0
0,3908,0
0,30188,1
1,8518,0
0,9205,1
0,21127,0
0,24218,0
0,19495,0
0,25912,1
0,31991,0
0,30409,0
0,21466,0
0,28354,0
0,20966,0
0,14188,0
0,32628,0
0,30400,0
0,25947,1
0,17092,0
0,19157,0
0,28406,0
0,17010,0
1,16290,0
0,132,0
0,24067,0
0,27789,0
0,12043,0
0,13064,0
0,2730,0
0,21026,0
0,26668,1
0,22998,0
1,5957,0
0,31567,0
0,24128,0
0,15438,0
0,11163,1
1,14396,0
1,3902,1
1,11451,0
0,14835,0
1,21351,0
0,28748,0
0,22608,0
0,3040,0
0,6344,1
0,810,1
0,15801,1
0,8713,0
0,15113,0
0,2129,0
0,27844,0
0,12883,1
0,27617,0
0,10339,0
1,22209,0
0,21204,0
0,28356,0
0,14765,1
0,31356,0
0,30314,1
1,1966,1
0,26910,0
1,29090,0
0,23334,1
0,19746,0
0,2823,0
0,24833,1
0,3587,1
0,9526,1
0,21815,0
0,14638,0
0,28540,1
0,1535,0
0,32741,0
0,6233,0
1,29916,1
1,14792,0
0,25455,1
0,15469,1
0,29625,0
0,32194,0
1,6725,0
1,253,1
0,14807,1
0,26846,1
0,26176,0
0,30674,0
0,25597,0
0,17887,0
1,18026,0
0,11361,1
1,12514,0
0,32352,1
1,31107,0
1,7942,0
0,27815,1
0,23040,1
1,1312,0
0,18088,1
0,17024,0
1,21143,0
1,2049,1
0,4355,0
1,6747,0
0,16120,0
0,26649,0
0,27632,0
0,19397,0
0,17816,1
0,7791,0
0,13056,0
0,6964,1
0,24450,0
0,8490,1
0,18621,0
0,15021,0
1,15813,0
0,14716,0
1,847,0
0,968,0
0,24813,1
0,2166,0
0,25161,0
1,19303,1
0,27387,1
0,26822,0
1,25478,0
0,28443,0
0,1445,0
0,24149,0
0,15864,0
0,29298,0
0,7020,1
0,10107,1
0,30164,0
0,31195,0
0,7528,1
0,1011,1
0,459,0
0,19071,0
0,13700,0
0,16517,0
0,21429,1
0,23172,1
1,23873,0
0,29166,0
0,28015,0
0,20934,0
1,12781,1
0,20344,1
0,21824,0
0,25203,1
0,8984,1
1,9092,0
1,25673,1
0,13172,0
0,14406,0
0,1863,0
0,31914,1
0,23220,0
0,28834,1
0,11450,0
0,27189,0
0,22158,0
0,31392,1
0,19640,1
0,17214,0
0,28045,0
1,1716,0
0,13104,0
1,29355,0
0,4582,0
0,25189,0
0,8283,0
0,22489,1
0,22517,0
0,19535,0
0,27062,0
0,11045,1
1,9361,0
0,1444,1
0,30979,0
0,29998,1
1,7704,0
0,17373,1
0,6011,1
0,28231,0
0,20553,0
0,13909,0
1,4566,0
0,30320,1
0,30508,0
0,29989,0
0,30626,0
0,32014,0
0,11394,0
0,24155,0
0,6896,0
0,1632,0
1,4227,0
1,21565,0
0,2209,0
0,28089,1
0,31499,0
0,8571,0
0,20333,1
0,30312,1
1,12648,1
1,11977,0
1,18138,1
1,23935,1
0,6077,0
1,15163,0
1,3759,1
0,15624,0
0,13244,0
1,2466,1
0,18561,1
0,6180,0
0,16445,0
1,23198,0
0,12773,0
0,30202,0
0,13893,0
0,22130,1
0,3178,0
0,15763,0
0,31123,1
0,24214,0
0,25753,1
0,3267,0
1,4960,0
1,26581,0
1,29694,0
1,15222,1
0,9470,0
0,12759,0
0,32092,0
0,1766,0
1,21736,0
0,7279,0
0,22400,0
0,32418,0
0,7701,1
0,12078,0
0,16641,0
1,22105,0
0,978,0
0,22858,0
0,6083,0
0,32110,0
0,30537,0
0,18021,1
0,23938,0
1,3684,0
1,29035,1
0,8033,1
0,26737,0
0,25946,0
0,12777,0
0,3822,1
1,13831,0
0,8587,0
0,15160,0
0,27170,0
1,27822,0
0,11435,1
1,24965,0
0,22318,0
1,28072,1
0,11712,0
1,7260,1
0,13034,0
0,23517,0
1,6348,0
0,17349,0
0,5749,0
1,26587,1
1,19948,0
0,26194,0
0,4418,0
0,2064,1
0,23304,0
0,4656,0
1,20009,0
0,28910,0
0,28008,0
1,28485,0
0,22218,0
1,12909,1
0,29299,0
0,278,0
0,6406,0
0,25090,0
1,19498,0
0,8558,0
0,10361,0
0,11245,1
0,4192,0
0,17887,0
1,20295,0
0,10317,0
0,24197,0
0,32490,0
0,22266,1
0,15817,1
0,21066,0
1,27796,0
0,17070,0
0,26756,0
0,12934,0
0,12817,1
0,1167,0
0,14981,1
0,13967,0
0,3699,0
0,28380,0
0,23625,1
0,14077,0
0,27131,0
0,26639,0
0,28710,0
0,8965,0
0,6561,1
1,13244,1
0,2539,0
0,20077,0
0,17863,0
0,6770,0
1,14124,1
0,26935,0
0,22294,0
0,4777,0
1,26408,0
0,2597,0
0,19428,1
0,11363,0
1,22375,0
0,19914,0
0,17145,0
1,5414,1
0,28761,0
0,27101,0
1,2123,0
0,24897,0
0,15975,0
0,20972,0
1,10999,1
0,24590,0
0,24102,0
0,25365,0
0,10556,0
0,14479,0
0,8621,0
0,5693,0
0,18049,0
0,263,0
0,28469,0
0,4651,0
0,741,1
0,17729,0
0,25838,0
0,4689,0
0,11340,0
0,12889,1
1,12123,0
0,20940,0
0,21394,1
0,19114,0
0,9406,0
0,25064,0
0,23927,0
0,2903,0
0,24302,1
0,579,0
0,26212,1
0,22087,0
0,7235,0
0,7138,0
0,28224,0
0,505,0
0,31584,1
1,30343,0
1,17559,0
0,7568,0
1,15362,1
0,23180,0
0,3923,1
0,5959,0
0,26213,0
0,18912,0
0,27586,0
0,15646,0
0,27424,0
1,2181,0
0,10546,0
0,1005,0
0,21570,0
1,5790,1
